Component	HOST	Service	STATE	OUPUT	NOTIFICATION_STATUS	COMMENT_ENTRY_TIME	COMMENT_AUTHOR	COMMENT_DATA	DOWNTIME_START	DOWNTIME_END	DOWNTIME_DURATION	IS_DOWNTIME	IS_ACKNOWLEDGED	DOWNTIME_AUTHOR	DOWNTIME_COMMENT	
Servicestatus	csx-a-nova1-230	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-230	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-230.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:39 to 11-29-2016 18:51:39.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:39 2016	Wed Nov 30 00:21:39 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-231	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Fri Nov  4 00:34:31 2016	iminort	CCS000026154	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-231	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Thu Nov  3 03:50:09 2016	iminort	COMPCIS-1267	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-231	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-231	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-231.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:40 to 11-29-2016 18:51:40.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:40 2016	Wed Nov 30 00:21:40 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-232	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-232	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-232.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:43 to 11-29-2016 18:51:43.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:43 2016	Wed Nov 30 00:21:43 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-233	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-233	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-233.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:35 to 11-29-2016 18:51:35.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:35 2016	Wed Nov 30 00:21:35 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-234	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-234	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-234.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:46 to 11-29-2016 18:51:46.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:46 2016	Wed Nov 30 00:21:46 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-235	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-235	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-235.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:44 to 11-29-2016 18:51:44.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:44 2016	Wed Nov 30 00:21:44 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-236	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:34 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-236	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:30 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-236	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-237	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-238	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-238	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-238.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:44 to 11-29-2016 18:51:44.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:44 2016	Wed Nov 30 00:21:44 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-239	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:35 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-239	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-239	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-239	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-239.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:47 to 11-29-2016 18:51:47.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:47 2016	Wed Nov 30 00:21:47 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-240	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:35 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-240	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-240	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-240	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-240.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:25 to 11-29-2016 18:51:25.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:25 2016	Wed Nov 30 00:21:25 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-241	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-241	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-241	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-241	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-241.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:25 to 11-29-2016 18:51:25.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:25 2016	Wed Nov 30 00:21:25 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-242	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-242	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-242.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:25 to 11-29-2016 18:51:25.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:25 2016	Wed Nov 30 00:21:25 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-243	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-243	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-243.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:25 to 11-29-2016 18:51:25.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:25 2016	Wed Nov 30 00:21:25 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-244	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Tue Nov 29 07:28:42 2016	arusekar	This service has been scheduled for fixed downtime from 11-29-2016 01:58:42 to 11-29-2016 08:58:42.  Notifications for the service will not be sent out during that time period.	Tue Nov 29 07:28:42 2016	Tue Nov 29 14:28:42 2016	25200	1	NOT_ACKNOWLEDGED	arusekar	Scheduling downtime	
Servicestatus	csx-a-nova1-244	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Tue Nov 29 05:26:01 2016	jdwidari	BBU Relearning in Progress	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-244	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-245	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-245	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-245.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:23 to 11-29-2016 18:51:23.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:23 2016	Wed Nov 30 00:21:23 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-246	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-246	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:37:36 2016	iminort	COMPCIS-1267	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-246	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-247	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-248	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-248	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-248.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:25 to 11-29-2016 18:51:25.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:25 2016	Wed Nov 30 00:21:25 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-249	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-249	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-249.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:26 to 11-29-2016 18:51:26.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:26 2016	Wed Nov 30 00:21:26 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-250	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-250	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-250.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:11 to 11-29-2016 18:51:11.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:11 2016	Wed Nov 30 00:21:11 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-251	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:39 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-251	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-251	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-251	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-251.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:12 to 11-29-2016 18:51:12.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:12 2016	Wed Nov 30 00:21:12 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-252	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Tue Nov 29 07:28:42 2016	arusekar	This service has been scheduled for fixed downtime from 11-29-2016 01:58:42 to 11-29-2016 08:58:42.  Notifications for the service will not be sent out during that time period.	Tue Nov 29 07:28:42 2016	Tue Nov 29 14:28:42 2016	25200	1	NOT_ACKNOWLEDGED	arusekar	Scheduling downtime	
Servicestatus	csx-a-nova1-252	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Tue Nov 29 05:26:00 2016	jdwidari	BBU Relearning in Progress	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-252	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-252	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-252.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:12 to 11-29-2016 18:51:12.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:12 2016	Wed Nov 30 00:21:12 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-253	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Tue Nov 29 07:28:42 2016	arusekar	This service has been scheduled for fixed downtime from 11-29-2016 01:58:42 to 11-29-2016 08:58:42.  Notifications for the service will not be sent out during that time period.	Tue Nov 29 07:28:42 2016	Tue Nov 29 14:28:42 2016	25200	1	NOT_ACKNOWLEDGED	arusekar	Scheduling downtime	
Servicestatus	csx-a-nova1-253	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Tue Nov 29 05:26:00 2016	jdwidari	BBU Relearning in Progress	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-253	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-253	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-253.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:10 to 11-29-2016 18:51:10.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:10 2016	Wed Nov 30 00:21:10 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-254	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:39 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-254	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-254	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-254	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-254.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:14 to 11-29-2016 18:51:14.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:14 2016	Wed Nov 30 00:21:14 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-255	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-255	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-255.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:12 to 11-29-2016 18:51:12.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:12 2016	Wed Nov 30 00:21:12 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-256	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-256	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-256.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:12 to 11-29-2016 18:51:12.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:12 2016	Wed Nov 30 00:21:12 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-257	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-257	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-257.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:12 to 11-29-2016 18:51:12.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:12 2016	Wed Nov 30 00:21:12 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-258	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:39 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-258	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-258	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-258	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-258.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:10 to 11-29-2016 18:51:10.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:10 2016	Wed Nov 30 00:21:10 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-259	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:39 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-259	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:36 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-259	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-259	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-259.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:09 to 11-29-2016 18:51:09.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:09 2016	Wed Nov 30 00:21:09 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-260	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-260	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-260.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:44 to 11-29-2016 18:52:44.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:44 2016	Wed Nov 30 00:22:44 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-261	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:39 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
